"Profile: GLM-5.2 i8k conc64 PREFILL (EXTEND) MXFP4 MI355X vs NVFP4 B200, TP4",,,,,,,,,,,,
MI355X trace: in8192_out16_conc64_p128-AMD-TP-0-EXTEND.trace.json.gz,,,,,,,,,,,,
B200 trace: in8192_out16_conc64_p128-NV-TP-0-EXTEND.trace.json.gz,,,,,,,,,,,,
"GPU-busy (graph-ON, per decode step): MI355X 1209.11 ms (overlap 1.00x) | B200 857.07 ms (overlap 1.00x) | B200/MI355X = 71%",,,,,,,,,,,,
NOTE: the Σduration table/Summary below ignores cross-stream overlap; use the GPU-busy line above for wall-clock (TPOT) comparison.,,,,,,,,,,,,
,,,,,,,,,,,,
LayerType,Section,LeafModule,LayerCount,#,MI355X_KernelName,MI355X_us,B200_us,B200_KernelName,MI355X_CallSite,B200_CallSite,,
A: DeepseekV2AttentionMLA + DeepseekV2MLP,prepare_mlp,allreduce.py(78),3,0,"void quickreduce::allreduce_prototype_twoshot<quickreduce::AllReduceTwoshot<__half, quickreduce::CodecQ8<__half, 4>, true>, __half>(__half const*, __half*, unsigned int, unsigned int, int, unsigned char**, unsigned int, unsigned int, long)",1449.4,,,/sgl-workspace/sglang/python/sglang/srt/distributed/device_communicators/custom_all_reduce_ops.py(150): qr_all_reduce,,,
A: DeepseekV2AttentionMLA + DeepseekV2MLP,prepare_mlp,parallel_state.py(773),3,0,,,520.4,ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKernelArgsStorage<4096ul>),,/sgl-workspace/sglang/python/sglang/srt/distributed/parallel_state.py(773): _all_reduce_in_place,,
A: DeepseekV2AttentionMLA + DeepseekV2MLP,prepare_mlp,RMSNorm,3,0,_ZN5aiter24add_rmsnorm_quant_kernelIDF16bDF16bLi256ELi24ELb1ELb0ELb1ELi1EEEvPT0_PT_PfS4_S4_S4_dbiiiiiiib,114.1,121.4,kernel_cutlass_kernel_flashinfernormkernelsfused_add_rmsnormFusedAddRMSNormKernel_object_at__tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign_0,/sgl-workspace/sglang/python/sglang/srt/layers/layernorm.py(365): forward_aiter,/sgl-workspace/sglang/python/sglang/srt/layers/layernorm.py(268): forward_cuda,,
,prepare_mlp,(self),,,,,735,nvjet_sm100_tst_128x256_64x6_2x1_2cta_v_bz_TNT,,,,
,prepare_mlp,Subtotal,,,,1563.500,641.800,,41%,,,
,,,,,,,,,,,,
A: DeepseekV2AttentionMLA + DeepseekV2MLP,DeepseekV2MLP,MergedColumnParallelLinear,3,0,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT256x256x64_MI16x16x1_CMS_SN_LDSB0_AFC0_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA1_DTLB1_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSU0_GSUAMB_GLS0_ISA950_IU1_K1_LDSTI0_LBSPPA1024_LBSPPB1024_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT8_8_MO40_NTn1_NTA0_NTB0_NTC0_NTD4_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW8_SK3_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGRO0_VSn1_VWA8_VWB8_WSGRA0_WSGRB0_WS64_WG32_8_1,788.8,,,/sgl-workspace/sglang/python/sglang/srt/layers/quantization/unquant.py(181): apply,,,
A: DeepseekV2AttentionMLA + DeepseekV2MLP,DeepseekV2MLP,SiluAndMul,3,0,_ZN7sgl_hip10activation18act_and_mul_kernelI14__hip_bfloat16TnPFT_RKS3_EXadL_Z4siluIS2_ES3_S5_EEEEvPS3_PS4_i,51.3,62.3,"void (anonymous namespace)::act_and_mul_kernel<__nv_bfloat16, ((anonymous namespace)::ActivationKind)0, true, false>((anonymous namespace)::ActivationParams)",/sgl-workspace/sglang/python/sglang/srt/layers/activation.py(101): forward_cuda,/sgl-workspace/sglang/python/sglang/jit_kernel/activation.py(57): _run_activation_inplace,,
,DeepseekV2MLP,(self),,,,,360,nvjet_sm100_tst_128x256_64x6_2x1_2cta_v_bz_TNT,,,,
A: DeepseekV2AttentionMLA + DeepseekV2MLP,DeepseekV2MLP,RowParallelLinear,3,0,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT256x256x64_MI16x16x1_CMS_SN_LDSB0_AFC0_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA1_DTLB1_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSU0_GSUAMB_GLS0_ISA950_IU1_K1_LDSTI0_LBSPPA1024_LBSPPB1024_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT8_8_MO40_NTn1_NTA0_NTB0_NTC0_NTD4_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW8_SK3_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGRO0_VSn1_VWA8_VWB8_WSGRA0_WSGRB0_WS64_WG32_8_1,412.8,518.3,ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKernelArgsStorage<4096ul>),/sgl-workspace/sglang/python/sglang/srt/layers/quantization/unquant.py(181): apply,/sgl-workspace/sglang/python/sglang/srt/distributed/parallel_state.py(773): _all_reduce_in_place,,
,DeepseekV2MLP,Subtotal,,,,1252.900,580.600,,46%,,,
,,,,,,,,,,,,
B: DeepseekV2AttentionMLA + DeepseekV2MoE,prepare_attn_and_capture_last_layer_outputs,allreduce.py(78),75,0,"void quickreduce::allreduce_prototype_twoshot<quickreduce::AllReduceTwoshot<__half, quickreduce::CodecQ8<__half, 4>, true>, __half>(__half const*, __half*, unsigned int, unsigned int, int, unsigned char**, unsigned int, unsigned int, long)",1430.7,,,/sgl-workspace/sglang/python/sglang/srt/distributed/device_communicators/custom_all_reduce_ops.py(150): qr_all_reduce,,,
B: DeepseekV2AttentionMLA + DeepseekV2MoE,prepare_attn_and_capture_last_layer_outputs,RMSNorm,75,0,_ZN5aiter24add_rmsnorm_quant_kernelIDF16bDF16bLi256ELi24ELb1ELb0ELb1ELi1EEEvPT0_PT_PfS4_S4_S4_dbiiiiiiib,114,121.1,kernel_cutlass_kernel_flashinfernormkernelsfused_add_rmsnormFusedAddRMSNormKernel_object_at__tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign_0,/sgl-workspace/sglang/python/sglang/srt/layers/layernorm.py(365): forward_aiter,/sgl-workspace/sglang/python/sglang/srt/layers/layernorm.py(268): forward_cuda,,
,prepare_attn_and_capture_last_layer_outputs,(self),,,,,313.4,nvjet_sm100_tst_176x128_64x8_1x2_2cta_h_bz_TNN,,,,
,prepare_attn_and_capture_last_layer_outputs,Subtotal,,,,1430.700,434.500,,30%,,,
,,,,,,,,,,,,
B: DeepseekV2AttentionMLA + DeepseekV2MoE,DeepseekV2AttentionMLA,ReplicatedLinear,75,0,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT224x256x64_MI16x16x1_SN_LDSB1_AFC0_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSU0_GSUAMB_GLS0_ISA950_IU1_K1_LDSTI0_LBSPPA128_LBSPPB1024_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT7_8_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW1_SK3_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGRO0_VSn1_VWA1_VWB8_WSGRA0_WSGRB0_WS64_WG32_8_1,398.4,,,/sgl-workspace/sglang/python/sglang/srt/layers/quantization/unquant.py(181): apply,,,
B: DeepseekV2AttentionMLA + DeepseekV2MoE,DeepseekV2AttentionMLA,core.py(1504),75,0,_ZN5aiter23fused_qk_rmsnorm_kernelIDF16bLi256ELi8ELb1ELi4EEEvPT_S2_PKS1_S4_S4_S4_ffiiiiiii,33.5,,,/sgl-workspace/sglang/python/sglang/srt/models/deepseek_common/attention_forward_methods/forward_mla.py(129): fused_qk_rmsnorm_bf16,,,
B: DeepseekV2AttentionMLA + DeepseekV2MoE,DeepseekV2AttentionMLA,ColumnParallelLinear,75,0,aiter::bf16gemm_bf16_tn_256x256,202.2,,,/sgl-workspace/sglang/python/sglang/srt/layers/quantization/unquant.py(181): apply,,,
B: DeepseekV2AttentionMLA + DeepseekV2MoE,DeepseekV2AttentionMLA,batched_gemm_a8w8_a_per_token_group_prequant_w_per_batched_tensor_quant.py(13),75,0,_batched_gemm_a8w8_a_per_token_group_prequant_w_per_batched_tensor_quant_kernel_HAS_BIAS_0_BLOCK_SIZE_M_32_BLOCK_SIZE_N_128_BLOCK_SIZE_K_128_GROUP_SIZE_M_1_EVEN_K_0_EVEN_MN_0_cache_modifier_CG,651.7,,,/sgl-workspace/sglang/python/sglang/srt/models/deepseek_common/attention_forward_methods/forward_mla.py(259): forward_absorb_prepare,,,
B: DeepseekV2AttentionMLA + DeepseekV2MoE,DeepseekV2AttentionMLA,fused_kv_cache.py(88),75,0,_fused_qk_rope_cat_and_cache_mla_kernel,86.6,,,/sgl-workspace/sglang/python/sglang/srt/models/deepseek_common/attention_forward_methods/forward_mla.py(610): forward_absorb_core,,,
B: DeepseekV2AttentionMLA + DeepseekV2MoE,DeepseekV2AttentionMLA,RMSNorm,75,0,,,25.2,kernel_cutlass_kernel_flashinfernormkernelsrmsnormRMSNormKernel_object_at__tensorptrbf16gmemalign16o2048i64div81_tensorptrbf16gmemalign16o20481_tensorptrbf16gmemalign16o2048i64div81___Tru_0,,/sgl-workspace/sglang/python/sglang/srt/layers/layernorm.py(268): forward_cuda,,
,,,,1,,,7.9,kernel_cutlass_kernel_flashinfernormkernelsrmsnormRMSNormKernel_object_at__tensorptrbf16gmemalign16o512i64div81_tensorptrbf16gmemalign16o5121_tensorptrbf16gmemalign16o512i64div81___True_4_0,,/sgl-workspace/sglang/python/sglang/srt/layers/layernorm.py(268): forward_cuda,,
,DeepseekV2AttentionMLA,(self),,,,,164,nvjet_sm100_tst_128x256_64x6_2x1_2cta_v_bz_TNT,,,,
,DeepseekV2AttentionMLA,(self),,,,,76.4,nvjet_sm100_tst_256x256_64x4_2x1_2cta_v_bz_TNT,,,,
B: DeepseekV2AttentionMLA + DeepseekV2MoE,DeepseekV2AttentionMLA,RadixAttention,75,0,"void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::float8_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::Float8_e4m3fn)#1}>(at::TensorIteratorBase&, at::native::float8_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::Float8_e4m3fn)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::float8_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::Float8_e4m3fn)#1}>(at::TensorIteratorBase&, at::native::float8_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::Float8_e4m3fn)#1} const&)::{lambda(int, bool)#1})",88.4,119.3,"void flashinfer::RopeQuantizeKernel<true, 16u, 1u, __nv_bfloat16, long, __nv_fp8_e4m3>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, __nv_fp8_e4m3*, __nv_fp8_e4m3*, __nv_fp8_e4m3*, __nv_fp8_e4m3*, float*, long*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, float, float)",/sgl-workspace/sglang/python/sglang/srt/layers/attention/dsa/triton_sparse_mla.py(269): _triton_sparse_mla_fwd_single,/sgl-workspace/sglang/python/sglang/srt/layers/attention/utils.py(89): mla_quantize_and_rope_for_fp8,,
,,,,1,"void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::float8_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::Float8_e4m3fn)#1}>(at::TensorIteratorBase&, at::native::float8_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::Float8_e4m3fn)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::float8_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::Float8_e4m3fn)#1}>(at::TensorIteratorBase&, at::native::float8_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::Float8_e4m3fn)#1} const&)::{lambda(int, bool)#1})",12.6,5.2,"void (anonymous namespace)::set_mla_kv_buffer_kernel<512l, 64l, 8, true, long>((anonymous namespace)::SetMlaKVBufferParams)",/sgl-workspace/sglang/python/sglang/srt/layers/attention/dsa/triton_sparse_mla.py(269): _triton_sparse_mla_fwd_single,/sgl-workspace/sglang/python/sglang/jit_kernel/set_mla_kv_buffer.py(88): set_mla_kv_buffer,,
,,,,2,_sparse_mla_fwd_split_dim_kernel,2147.1,,,/sgl-workspace/sglang/python/sglang/srt/layers/attention/dsa/triton_sparse_mla.py(269): _triton_sparse_mla_fwd_single,,,
,DeepseekV2AttentionMLA,(self),,,,,2425.8,fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512PagedKvDenseStaticTokenSparseP1VarSeqQ16Kv128PersistentSwapsAbForGen,,,,
,DeepseekV2AttentionMLA,(self),,,,,66.5,nvjet_sm100_tst_128x256_64x6_2x1_2cta_v_bz_TNT,,,,
,DeepseekV2AttentionMLA,(self),,,,,465.2,nvjet_sm100_tst_128x256_64x6_2x1_2cta_v_bz_TNT,,,,
B: DeepseekV2AttentionMLA + DeepseekV2MoE,DeepseekV2AttentionMLA,batched_gemm_a8w8_a_per_token_group_prequant_w_per_batched_tensor_quant.py(13),75,0,_batched_gemm_a8w8_a_per_token_group_prequant_w_per_batched_tensor_quant_kernel_HAS_BIAS_0_BLOCK_SIZE_M_32_BLOCK_SIZE_N_128_BLOCK_SIZE_K_128_GROUP_SIZE_M_1_EVEN_K_1_EVEN_MN_0_cache_modifier_CG,471.4,,,/sgl-workspace/sglang/python/sglang/srt/models/deepseek_common/attention_forward_methods/forward_mla.py(610): forward_absorb_core,,,
B: DeepseekV2AttentionMLA + DeepseekV2MoE,DeepseekV2AttentionMLA,RowParallelLinear,75,0,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT256x256x64_MI16x16x1_CMS_SN_LDSB0_AFC0_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA1_DTLB1_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSU0_GSUAMB_GLS0_ISA950_IU1_K1_LDSTI0_LBSPPA1024_LBSPPB1024_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT8_8_MO40_NTn1_NTA0_NTB0_NTC0_NTD4_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW8_SK3_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGRO0_VSn1_VWA8_VWB8_WSGRA0_WSGRB0_WS64_WG32_8_1,515.4,,,/sgl-workspace/sglang/python/sglang/srt/layers/quantization/unquant.py(181): apply,,,
,DeepseekV2AttentionMLA,Subtotal,,,,4607.300,3191.500,,69%,,,
,,,,,,,,,,,,
B: DeepseekV2AttentionMLA + DeepseekV2MoE,prepare_mlp,allreduce.py(78),75,0,"void quickreduce::allreduce_prototype_twoshot<quickreduce::AllReduceTwoshot<__half, quickreduce::CodecQ8<__half, 4>, true>, __half>(__half const*, __half*, unsigned int, unsigned int, int, unsigned char**, unsigned int, unsigned int, long)",1432.5,,,/sgl-workspace/sglang/python/sglang/srt/distributed/device_communicators/custom_all_reduce_ops.py(150): qr_all_reduce,,,
B: DeepseekV2AttentionMLA + DeepseekV2MoE,prepare_mlp,parallel_state.py(773),75,0,,,525.5,ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKernelArgsStorage<4096ul>),,/sgl-workspace/sglang/python/sglang/srt/distributed/parallel_state.py(773): _all_reduce_in_place,,
B: DeepseekV2AttentionMLA + DeepseekV2MoE,prepare_mlp,RMSNorm,75,0,_ZN5aiter24add_rmsnorm_quant_kernelIDF16bDF16bLi256ELi24ELb1ELb0ELb1ELi1EEEvPT0_PT_PfS4_S4_S4_dbiiiiiiib,114,121.6,kernel_cutlass_kernel_flashinfernormkernelsfused_add_rmsnormFusedAddRMSNormKernel_object_at__tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign_0,/sgl-workspace/sglang/python/sglang/srt/layers/layernorm.py(365): forward_aiter,/sgl-workspace/sglang/python/sglang/srt/layers/layernorm.py(268): forward_cuda,,
,prepare_mlp,(self),,,,,43.7,nvjet_sm100_tst_128x224_64x7_2x1_2cta_v_bz_TNT,,,,
,prepare_mlp,Subtotal,,,,1432.500,690.800,,48%,,,
,,,,,,,,,,,,
B: DeepseekV2AttentionMLA + DeepseekV2MoE,DeepseekV2MoE,MoEGate,75,0,hgemm_bf16_128x128x64x4_SPK1_W4x4x1_BLDS1_TN_AS1_0,77.2,,,/sgl-workspace/sglang/python/sglang/srt/layers/rocm_linear_utils.py(9): aiter_dsv3_router_gemm,,,
B: DeepseekV2AttentionMLA + DeepseekV2MoE,DeepseekV2MoE,TopK,75,0,"void aiter::grouped_topk_kernel<c10::BFloat16, float __vector(4), 1, true, true, false>(c10::BFloat16*, c10::BFloat16 const*, float*, int*, unsigned long, int, int, int, int, float)",18.5,,,/sgl-workspace/sglang/python/sglang/srt/layers/moe/topk.py(1376): biased_grouped_topk_gpu,,,
B: DeepseekV2AttentionMLA + DeepseekV2MoE,DeepseekV2MoE,FusedMoE/FlashInferFusedMoE,75,0,"void aiter::opus_moe_sorting_entry<aiter::MoeSortingClearWorkspaceKernel<aiter::MoeSortingClearWorkspaceProblem<false, 1024, 1> >, aiter::MoeSortingClearWorkspaceKernel<aiter::MoeSortingClearWorkspaceProblem<false, 1024, 1> >::Kargs>(aiter::MoeSortingClearWorkspaceKernel<aiter::MoeSortingClearWorkspaceProblem<false, 1024, 1> >::Kargs)",4.3,51.9,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>)",/sgl-workspace/sglang/python/sglang/srt/layers/moe/moe_runner/aiter.py(123): run,,,
,,,,1,,,42.8,kernel_cutlass_kernel_flashinferquantizationkernelsnvfp4_quantizeNVFP4QuantizeTMAKernel_object_at__CopyAtom_ThrID10_TVLayoutSrc1819201_TVLayoutDst1819201_Valuetypebf16_tensor000o966411121_0,,,,
,,,,2,,,23.7,"void moe::dev::routing::routingCustom::routingIndicesHistogramScoresKernel<moe::dev::routing::routingCustom::KernelParams<__nv_bfloat16, __nv_bfloat16, 256, 8, moe::dev::routing::TopKExpertSelect<moe::dev::routing::SigmoidBiasPreprocess, moe::dev::routing::ScaledSumNormalizePostprocess> > >(moe::dev::routing::routingCustom::KernelParams<__nv_bfloat16, __nv_bfloat16, 256, 8, moe::dev::routing::TopKExpertSelect<moe::dev::routing::SigmoidBiasPreprocess, moe::dev::routing::ScaledSumNormalizePostprocess> >)",,,,
,,,,3,,,1.2,"void moe::dev::routing::routingInitExpertCounts<moe::dev::routing::routingCustom::KernelParams<__nv_bfloat16, __nv_bfloat16, 256, 8, moe::dev::routing::TopKExpertSelect<moe::dev::routing::NoOpPreprocess, moe::dev::routing::NoOpPostprocess> > >(moe::dev::routing::routingCustom::KernelParams<__nv_bfloat16, __nv_bfloat16, 256, 8, moe::dev::routing::TopKExpertSelect<moe::dev::routing::NoOpPreprocess, moe::dev::routing::NoOpPostprocess> >)",,,,
,,,,4,,,7.3,"void moe::dev::routing::routingIndicesCoopKernel<moe::dev::routing::routingCustom::KernelParams<__nv_bfloat16, __nv_bfloat16, 256, 8, moe::dev::routing::TopKExpertSelect<moe::dev::routing::NoOpPreprocess, moe::dev::routing::NoOpPostprocess> > >(moe::dev::routing::routingCustom::KernelParams<__nv_bfloat16, __nv_bfloat16, 256, 8, moe::dev::routing::TopKExpertSelect<moe::dev::routing::NoOpPreprocess, moe::dev::routing::NoOpPostprocess> >)",,,,
,DeepseekV2MoE,(self),,,"void aiter::opus_moe_sorting_entry<aiter::MoeSortingMultiPhaseKernel_P0_v1<aiter::MoeSortingProblemMp<int, float, unsigned char, 4, false, false, true> >, aiter::MoeSortingMultiPhaseKernel_P0_v1<aiter::MoeSortingProblemMp<int, float, unsigned char, 4, false, false, true> >::Kargs>(aiter::MoeSortingMultiPhaseKernel_P0_v1<aiter::MoeSortingProblemMp<int, float, unsigned char, 4, false, false, true> >::Kargs)",4,,,/sgl-workspace/sglang/python/sglang/srt/layers/moe/moe_runner/aiter.py(123): run,,,
,DeepseekV2MoE,(self),,,"void aiter::opus_moe_sorting_entry<aiter::MoeSortingMultiPhaseKernel_P1<aiter::MoeSortingProblemMp<int, float, unsigned char, 16, false, false, true> >, aiter::MoeSortingMultiPhaseKernel_P1<aiter::MoeSortingProblemMp<int, float, unsigned char, 16, false, false, true> >::Kargs>(aiter::MoeSortingMultiPhaseKernel_P1<aiter::MoeSortingProblemMp<int, float, unsigned char, 16, false, false, true> >::Kargs)",4.8,,,/sgl-workspace/sglang/python/sglang/srt/layers/moe/moe_runner/aiter.py(123): run,,,
,DeepseekV2MoE,(self),,,"void aiter::opus_moe_sorting_entry<aiter::MoeSortingMultiPhaseKernel_P23<aiter::MoeSortingProblemMp<int, float, unsigned char, 16, false, false, true> >, aiter::MoeSortingMultiPhaseKernel_P23<aiter::MoeSortingProblemMp<int, float, unsigned char, 16, false, false, true> >::Kargs>(aiter::MoeSortingMultiPhaseKernel_P23<aiter::MoeSortingProblemMp<int, float, unsigned char, 16, false, false, true> >::Kargs)",62.1,,,/sgl-workspace/sglang/python/sglang/srt/layers/moe/moe_runner/aiter.py(123): run,,,
,DeepseekV2MoE,(self),,,,,493.2,bmm_E2m1_E2m1E2m1_Fp32_Ab16_Bb16_Cb16_t128x128x512u2_s3x3x3x3x1x3_et128x32_m256x128x64_c2x1x1_rM_TN_transOut_schPd2x1x2x3_biasFp32M_fCp_bN_ldgsts_ldgstsSf_rgTma_clmp_swiGlu_lbW4_lsfbW4_dynB_sm100f,,,,
,DeepseekV2MoE,(self),,,,,380.1,bmm_Bfloat16_E2m1E2m1_Fp32_Ab16_Bb16_t128x128x256u2_s6_et128x128_m256x128x64_c2x1x1_rM_TN_transOut_schPd2x1x2x3_biasFp32M_bN_rgTma_clmp_dynB_sm100f,,,,
B: DeepseekV2AttentionMLA + DeepseekV2MoE,DeepseekV2MoE,FusedMoE/FlashInferFusedMoE,75,0,_ZN5aiter37dynamic_per_group_scaled_quant_kernelIDF16bN4opus5fp4_tELi32ELi32ELb0ELi64ELb1EEEvPT0_PfPKT_PKfliilPKii,56.3,269.3,"void moe::dev::finalize::finalizeKernelVecLoad<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, 4, true> >(moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, 4, true>)",/sgl-workspace/sglang/python/sglang/srt/layers/moe/moe_runner/aiter.py(123): run,,,
,,,,1,"void aiter::mxfp4_moe_sort_kernel<256, 32, 24, 32>(unsigned char*, unsigned char*, int const*, int const*, int, int, int, int, int)",32.1,,,/sgl-workspace/sglang/python/sglang/srt/layers/moe/moe_runner/aiter.py(123): run,,,
,,,,2,mfma_moe1_silu_mul_afp4_wfp4_bf16_t64x128x256_pm1_async_v32,498,,,/sgl-workspace/sglang/python/sglang/srt/layers/moe/moe_runner/aiter.py(123): run,,,
,,,,3,_ZN5aiter37dynamic_per_group_scaled_quant_kernelIDF16bN4opus5fp4_tELi32ELi32ELb0ELi64ELb1EEEvPT0_PfPKT_PKfliilPKii,31.8,,,/sgl-workspace/sglang/python/sglang/srt/layers/moe/moe_runner/aiter.py(123): run,,,
,,,,4,"void aiter::mxfp4_moe_sort_kernel<256, 64, 4, 32>(unsigned char*, unsigned char*, int const*, int const*, int, int, int, int, int)",6.1,,,/sgl-workspace/sglang/python/sglang/srt/layers/moe/moe_runner/aiter.py(123): run,,,
,DeepseekV2MoE,(self),,,mfma_moe2_afp4_wfp4_bf16_cshuffle_t64x128x256_vscale_fix3_fp4opt_v1_persist_cu256,1373.6,,,/sgl-workspace/sglang/python/sglang/srt/layers/moe/moe_runner/aiter.py(123): run,,,
,DeepseekV2MoE,(self),,,,,133,nvjet_sm100_tst_256x128_64x5_2x2_2cta_h_bz_TNT,,,,
B: DeepseekV2AttentionMLA + DeepseekV2MoE,DeepseekV2MoE,DeepseekV2MLP > SiluAndMul,75,0,,,13.3,"void (anonymous namespace)::act_and_mul_kernel<__nv_bfloat16, ((anonymous namespace)::ActivationKind)0, true, false>((anonymous namespace)::ActivationParams)",,/sgl-workspace/sglang/python/sglang/jit_kernel/activation.py(57): _run_activation_inplace,,
,DeepseekV2MoE,(self),,,,,68.4,nvjet_sm100_tst_128x256_64x6_2x1_2cta_v_bz_TNT,,,,
B: DeepseekV2AttentionMLA + DeepseekV2MoE,DeepseekV2MoE,mxfp4_flashinfer_trtllm_moe.py(442),75,0,,,90.3,"void at::native::vectorized_elementwise_kernel<8, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char*, 3ul>)",,/sgl-workspace/sglang/python/sglang/srt/layers/quantization/mxfp4_flashinfer_trtllm_moe.py(442): maybe_fuse_routed_scale_and_shared_add,,
B: DeepseekV2AttentionMLA + DeepseekV2MoE,DeepseekV2MoE,parallel_state.py(773),75,0,,,700,ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKernelArgsStorage<4096ul>),,/sgl-workspace/sglang/python/sglang/srt/distributed/parallel_state.py(773): _all_reduce_in_place,,
,DeepseekV2MoE,Subtotal,,,,1666.800,1441.500,,86%,,,
,,,,,Total for TypeB,9137,5758,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Summary,,,,,Dur-1Layer,,Dur-1Forward,,,Optimization and Projection,,
LayerType,Section,,#Layer,,MI355X,B200,MI355X,B200,B200/MI355X,Section Speedup,Overall Speedup,Optimized Perf (Accum)
,,,,,,,,,,0 (Baseline),0 (Baseline),63%
A: DeepseekV2AttentionMLA + DeepseekV2MLP,prepare_attn_and_capture_last_layer_outputs,,3,,1504.500,432.800,4513.5,1298.4,29%,3.5,0.4%,63%
A: DeepseekV2AttentionMLA + DeepseekV2MLP,DeepseekV2AttentionMLA,,3,,5550.200,4502.400,16650.6,13507.2,81%,1.2,0.4%,64%
A: DeepseekV2AttentionMLA + DeepseekV2MLP,prepare_mlp,,3,,1563.500,641.800,4690.5,1925.4,41%,2.4,0.4%,64%
